,Title:,Congress-Session:,Date:,Citation:,Bill:,Bill Profile:,Bill Status:,Bill Sponsor:,Permalink:,Chamber:,Version Date:,Cosponsors:,Subtitle:,Summary,PDF,TEXT,TEXT_Content
10,112 H. J. Res. 84 (Introduced in the House),112- 1,"November 04, 2011",112 H. J. Res. 84,HJRes 84,Retrieve Bill Profile Report,Introduced in the House,Representative Tom McClintock (R - CA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.112_hjres_84_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States prohibiting the United States government from increasing its debt except for a specific purpose by law adopted by three-fourths of the membership of each House of Congress.,C:\Users\sal853\Documents\congressional_record\data\bills-112hjres84ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-112hjres84ih.txt,"IA

112TH CONGRESS
1ST SESSION

H. J. RES. 84

Proposing an amendment to the Constitution of the United States prohibiting
the United States government from increasing its debt except for a
specific purpose by law adopted by three-fourths of the membership
of each House of Congress.

IN THE HOUSE OF REPRESENTATIVES
NOVEMBER 4, 2011
Mr. MCCLINTOCK (for himself, Mr. LANKFORD, Mr. WALSH of Illinois, Mr.
KINGSTON, Mr. KING of Iowa, Mr. GRAVES of Georgia, Mr. STUTZMAN,
Mr. WILSON of South Carolina, Mr. FLORES, Mr. DUNCAN of South
Carolina, Mr. LABRADOR, and Mr. CAMPBELL) introduced the following
joint resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States prohibiting the United States government from
increasing its debt except for a specific purpose by law
adopted by three-fourths of the membership of each
House of Congress.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled

tjames on DSK6SPTVN1PROD with BILLS

3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
VerDate Mar 15 2010

23:33 Nov 04, 2011

Jkt 019200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ84.IH

HJ84

2
1 ratified by the legislatures of three-fourths of the several
2 States within seven years after the date of its submission
3 for ratification:
4
5

‘‘ARTICLE —
‘‘SECTION 1. The United States government may not

6 increase its debt except for a specific purpose by law
7 adopted by three-fourths of the membership of each House
8 of Congress.
9

‘‘SECTION 2. This article shall take effect beginning

10 ten years after its ratification.’’.

tjames on DSK6SPTVN1PROD with BILLS

Æ

•HJ 84 IH
VerDate Mar 15 2010

23:33 Nov 04, 2011

Jkt 019200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ84.IH

HJ84

"
11,113 H. J. Res. 42 (Introduced in the House),113- 1,"April 26, 2013",113 H. J. Res. 42,HJRes 42,Retrieve Bill Profile Report,Introduced in the House,Representative Nick J. Rahall II (D - WV),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.113_hjres_42_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to clarify that the Constitution neither prohibits voluntary prayer nor requires prayer in schools.,C:\Users\sal853\Documents\congressional_record\data\bills-113hjres42ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-113hjres42ih.txt,"IA

113TH CONGRESS
1ST SESSION

H. J. RES. 42

Proposing an amendment to the Constitution of the United States to clarify
that the Constitution neither prohibits voluntary prayer nor requires
prayer in schools.

IN THE HOUSE OF REPRESENTATIVES
Mr. RAHALL

APRIL 26, 2013
introduced the following joint resolution; which was referred to
the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to clarify that the Constitution neither prohibits
voluntary prayer nor requires prayer in schools.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
smartinez on DSK6TPTVN1PROD with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

VerDate Mar 15 2010

03:52 Apr 27, 2013

Jkt 029200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ42.IH

HJ42

2
1
2

‘‘ARTICLE —
‘‘Nothing in this Constitution, including any amend-

3 ment to this Constitution, shall be construed to prohibit
4 voluntary prayer or require prayer in a public school, or
5 to prohibit voluntary prayer or require prayer at a public
6 school extracurricular activity.’’.

smartinez on DSK6TPTVN1PROD with BILLS

Æ

•HJ 42 IH
VerDate Mar 15 2010

03:52 Apr 27, 2013

Jkt 029200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ42.IH

HJ42

"
12,102 H. J. Res. 438 (Introduced in the House),102- 2,"March 11, 1992",102 H.J.Res. 438,HJRes 438,Retrieve Bill Profile Report,AS INTRODUCED IN THE HOUSE,Representative Major R. Owens (D - NY),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.102_hjres_438_ih?accountid=11311,U.S. House of Representatives,"March 11, 1992 Version: -- 1",None,None,JOINT RESOLUTION Proposing an amendment to the Constitution of the United States repealing the Second Amendment to the Constitution.,C:\Users\sal853\Documents\congressional_record\data\102-hjres438-000ih-19920311.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\102-hjres438-000ih-19920311.txt,"IA

102D CONGRESS
2D SESSION

H. J. RES. 438

Proposing an amendment to the Consta A , of the United States repealing
the Second Amendment to the Constitution.

IN THE HOUSE OF REPRESENTATIVES
11, 1992
Mr. 0\VEXS of New York introduced the following joint resolution; which was
referred to the Committee on the Judiciary
MARCH

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States repealing the Second Amendment to the Constitution.
1

Resolved by tJie Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the
4 following article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid for all
6 intents and purposes as pai't of the Constitution when
7 ratified by the legislatures of three-fourths of the several

1 States within seven years after the date of its submission
2 for ratification:
3
4

""ARTICLE —

""The second article of amendment to the Con-

5 stitution of the United States is repealed."".
O

•HJ 438 IH

:.'£

"
13,103 H. J. Res. 160 (Introduced in the House),103- 1,"March 23, 1993",103 H. J. Res. 160,HJRes 160,Retrieve Bill Profile Report,Introduced in the House,Representative Bob Inglis (R - SC),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.103_hjres_160_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States limiting the period of time United States Senators and Representatives may serve.,C:\Users\sal853\Documents\congressional_record\data\bills-103hjres160ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-103hjres160ih.txt,"IA

103D CONGRESS
1ST SESSION

H. J. RES. 160

Proposing an amendment to the Constitution of the United States limiting
the period of time United States Senators and Representatives may serve.

IN THE HOUSE OF REPRESENTATIVES
MARCH 23, 1993
Mr. INGLIS of South Carolina (for himself, Mr. BARCIA, Mr. ARMEY, Mr.
GOSS, Mr. CRANE, Mr. HANCOCK, Mr. THOMAS of Wyoming, and Mr.
FIELDS of Texas) introduced the following joint resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States limiting the period of time United States Senators
and Representatives may serve.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled,
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

2
1 ratified by the legislatures of three-fourths of the several
2 States:
3
4

‘‘ARTICLE —
‘‘SECTION 1. No person may serve in Congress more

5 than 2 full terms as a Senator. No person may serve in
6 Congress more than 3 full terms as a Representative.
7

‘‘SECTION 2. Service as a Senator or Representative

8 before this article takes effect shall not be taken into ac9 count in determining service under section 1.’’.
Æ

•HJ 160 IH

"
14,55 S. Res. 243 (Referred to Committee Senate),55- 3,"February 17, 1899",55 S. Res. 243,SRes 243,Retrieve Bill Profile Report,Referred to Committee Senate,Senator William Vincent Allen (POP - NE),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.55_sres_243_rts_18990217?accountid=11311,U.S. Senate,None,None,None,Proposing an amendment to the Constitution of the United States providing for the election of United States Senators by direct vote of the people.,C:\Users\sal853\Documents\congressional_record\data\55-sres243-00rts-18990217.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\55-sres243-00rts-18990217.txt,"[Table Calendar No., 26.
55TH CONGKESS,
3D SESSION.

S. R 243.

IN THE SENATE OE THE UNITED STATES,
FEBRUARY

Mr.

ALLEN

10, 1899.

introduced the following joint resolution j which was read twice and
ordered to lie on the table.

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States
providing for the election of United States Senators by a
direct vote of the people.
1

Besolved by the Senate and House of Representatives

2

of the United States of America in Congress assembled

3

(two-thirds of each House concurring therein), That whereas

4

two-thirds of both Houses of Congress deem it expedient and

5

necessary to amend section three, article one, of the Constitu-

6

tion: Therefore, It is hereby recommended that the follow-

7

ing amendment be, and the same is hereby, proposed to the

8

legislatures of the several States of the United States, which,

9

when ratified by three-fourths of such- legislatures, shall be-

10

come a part of the Constitution of the United States, namely:

11

That section three, article one, be amended as follows:

12

Strike out of the third section of article one the following

13

words: ""The Senate of the United States shall be composed

1

of two Senators from each State, chosen by the legislature

2

thereof, for six years; and each Senator shall have one vote;""

3

and insert in lieu thereof the following:

4

"" The Senate of the United States shall be composed of

5

two Senators from each State, chosen for six years; and each

6

Senator shall have one vote.

7

by the legislatures of the several States unless the people of

8

any State, either through the legislature or by the constitu-

9

tion thereof, shall provide for the election of United States

10

Senators by a direct vote of the people, and then, in such

11

case, and during the existence
of such statutory or constitu*

12

tional provision, United States Senators shall be elected in

13

such State at large by a direct vote of the people; a plurality

14

shall elect, and the electors shall have the qualifications requi-

15

site for electors of the most numerous branch of the State

16

legislature.""

The Senators shall he chosen

W

O O ay

2>
0,1899.—1

cT e

W
*<

S
M
et-

3

f>
r

1

IT

Pi

o'
Pi

«*•

<H

hH
i
©

e+ M«
CD et- £5
^&*

*

® a.

83

et- g

oa

»
00

Pi
g

®

M

M

§•
~ ag pi
°

O
HH
!Z{

Pi S g.

H

CQ

1—1

O

2W

CQ g

O
to g
H^

It*

CO «

©

O

o

P

H)

«

o

ffg

n

P 4 O

pi

cog

t-3

•
i-t- P

o

CH

*

w
p

10
05

"
15,91 H.J. Res. 264 (Ordered to be Printed Senate),91- 2,"October 08, 1970",91 H.J. Res. 264,HJRes 264,Retrieve Bill Profile Report,Ordered to be Printed Senate,None,https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.91_hjres_264_ops_19701008?accountid=11311,U.S. House of Representatives,None,None,None,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,C:\Users\sal853\Documents\congressional_record\data\91-hjres264-00ops-19701008.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\91-hjres264-00ops-19701008.txt,"Calendar No. 1101
91stCONGKESS

VW

I

2s— H. J. RES. 264
IN THE SENATE OE THE UNITED STATES
October 8,1970
Ordered to be printed

AMENDMENTS
Proposed by Mr. Allen to H.J. Kes. 264, a joint resolution

proposing an amendment to the Constitution of the United

States relative to equal rights for men and women, viz:
1

On page 1, line 3, beginning with the word “That”

2 strike out everything down through line 7 and insert in lieu
3 thereof the following: “That the articles set forth in sections

4 2 and 3 of this joint resolution are proposed as amendments
5 to the Constitution of the United States, and either or both

6 articles shall be valid to all intents and purposes as part of
7 the Constitution if ratified by the legislatures of three-fourths
8 M the several States within seven years after being submitted

9 by the Congress to the States for ratification.”.
LO

On page 1, between lines 7 and 8, insert the following:
Arndt. No. 1042

1

“Sec. 2. The first article so proposed is the following:”.

2

On page 2, after line 7, insert the following:

3

“Sec. 3. The second article so proposed is the following:
“Article —

4
5

“Each State shall have sole and exclusive jurisdiction

6

of the organization and administration of all public schools

7

and public school systems within the State. The courts of

8

each State shall have exclusive jurisdiction to determine all

9

rights* privileges, and immunities of citizens of the State

10

with respect to public schools and public school systems

11

within the State. No officer or court of the United States shall

12

have power to impair or infringe any right so reserved to the

13

States.”

■

Arndt No. 1042

Calendar No. 1101

91stCONGRESS

II I DI?C* Oii* A
fl* KlxL

2d

sebbigs

AMENDMENTS
Proposed by Mr. Allen to H.J. Res. 264, a
joint resolution proposing an amendment
to the Constitution of the United States
relative to equal rights for men and women.
Octobek 8,1970
Ordered to be printed

"
16,113 H. J. Res. 21 (Introduced in the House),113- 1,"January 22, 2013",113 H. J. Res. 21,HJRes 21,Retrieve Bill Profile Report,Introduced in the House,Representative James P. McGovern (D - MA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.113_hjres_21_ih?accountid=11311,None,None,None,None,"Proposing an amendment to the Constitution of the United States to clarify the authority of Congress and the States to regulate corporations, limited liability companies or other corporate entities established by the laws of any State, the United States, or any foreign state.",C:\Users\sal853\Documents\congressional_record\data\bills-113hjres21ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-113hjres21ih.txt,"IA

113TH CONGRESS
1ST SESSION

H. J. RES. 21

Proposing an amendment to the Constitution of the United States to clarify
the authority of Congress and the States to regulate corporations, limited
liability companies or other corporate entities established by the laws
of any State, the United States, or any foreign state.

IN THE HOUSE OF REPRESENTATIVES
JANUARY 22, 2013
Mr. MCGOVERN (for himself, Mr. JONES, Ms. PINGREE of Maine, Mr. CAPUANO, Mr. COHEN, Mr. CICILLINE, Mr. FARR, Mr. DEFAZIO, and Ms. LEE
of California) introduced the following joint resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to clarify the authority of Congress and the States
to regulate corporations, limited liability companies or
other corporate entities established by the laws of any
State, the United States, or any foreign state.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol-

tkelley on DSK3SPTVN1PROD with

4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

VerDate Mar 15 2010

22:45 Jan 22, 2013

Jkt 029200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ21.IH

HJ21

2
1 ratified by the legislatures of three-fourths of the several
2 States:
3
4

‘‘ARTICLE —
‘‘SECTION 1. We the people who ordain and establish

5 this Constitution intend the rights protected by this Con6 stitution to be the rights of natural persons.
7

‘‘SECTION 2. The words people, person, or citizen as

8 used in this Constitution do not include corporations, lim9 ited liability companies or other corporate entities estab10 lished by the laws of any State, the United States, or any
11 foreign state, and such corporate entities are subject to
12 such regulation as the people, through their elected State
13 and Federal representatives, deem reasonable and are oth14 erwise consistent with the powers of Congress and the
15 States under this Constitution.
16

‘‘SECTION 3. Nothing contained herein shall be con-

17 strued to limit the people’s rights of freedom of speech,
18 freedom of the press, free exercise of religion, freedom of
19 association and all such other rights of the people, which
20 rights are unalienable.’’.

tkelley on DSK3SPTVN1PROD with

Æ

•HJ 21 IH
VerDate Mar 15 2010

22:45 Jan 22, 2013

Jkt 029200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ21.IH

HJ21

"
17,101 S. J. Res. 36 (Introduced in the Senate),101- 1,"January 31, 1989",101 S.J.Res. 36,SJRES 36,Retrieve Bill Profile Report,AS INTRODUCED IN THE SENATE,Senator Harry M. Reid (D - NV),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.101_sjres_36_is?accountid=11311,U.S. Senate,"January 31, 1989 Version: -- 1",None,None,Proposing an amendment to the Constitution of the United States to repeal the twenty-second amendment.,C:\Users\sal853\Documents\congressional_record\data\101-sjres36-000is-19890131.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\101-sjres36-000is-19890131.txt,"•m

II

101ST CONGRESS
1ST SESSION

S. J. RES. 36

Proposing an amendment to the Constitution of the United States to repeal the
twenty-second amendment.

IN THE SENATE OF THE UNITED STATES
31 (legislative day, JANUARY 3), 1989
introduced the following joint resolution; which was read twice and
referred to the Committee on the Judiciary
JANUARY

Mr.

REID

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to repeal the twenty-second amendment.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Constitu5 tion of the United States:
6
7

""ABTICLE
""SECTION

—

1. The twenty-second article of amendment

8 to the Constitution of the United States is hereby repealed.
9

""SECTION.

2. Section 1 shall be valid to all intents and

10 purposes as part of the Constitution if ratified by the legisla-

r

""■i

2
1 tures of three-fourths of the several States within seven years
2 after submission to the States by the Congress."".
O

»s.i :s<i is

"
18,109 H. J. Res. 30 (Introduced in the House),109- 1,"March 02, 2005",109 H. J. Res. 30,HJRes 30,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.109_hjres_30_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States regarding the right of citizens of the United States to health care of equal high quality.,C:\Users\sal853\Documents\congressional_record\data\bills-109hjres30ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-109hjres30ih.txt,"IA

109TH CONGRESS
1ST SESSION

H. J. RES. 30

Proposing an amendment to the Constitution of the United States regarding
the right of citizens of the United States to health care of equal high
quality.

IN THE HOUSE OF REPRESENTATIVES
MARCH 2, 2005
Mr. JACKSON of Illinois (for himself, Mr. STARK, Ms. CARSON, Mrs.
CHRISTENSEN, Mr. CLYBURN, Mr. CONYERS, Mr. CUMMINGS, Mr.
FATTAH, Mr. GUTIERREZ, Mr. JEFFERSON, Ms. EDDIE BERNICE JOHNSON of Texas, Mrs. JONES of Ohio, Mr. KENNEDY of Rhode Island, Mr.
KUCINICH, Mr. MEEK of Florida, Mr. OWENS, Mr. RUSH, Mr. SERRANO,
Mr. THOMPSON of Mississippi, Ms. VELÁZQUEZ, Ms. WATERS, Ms. WATSON, Mr. WATT, Ms. MCKINNEY, Mr. CLEAVER, Ms. SCHAKOWSKY, Mr.
RYAN of Ohio, Ms. MILLENDER-MCDONALD, and Mr. AL GREEN of
Texas) introduced the following joint resolution; which was referred to the
Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding the right of citizens of the United
States to health care of equal high quality.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all

2
1 intents and purposes as part of the Constitution when
2 ratified by the legislatures of three-fourths of the several
3 States:
4
5

‘‘ARTICLE —
‘‘SECTION 1. All persons shall enjoy the right to

6 health care of equal high quality.
7

‘‘SECTION 2. The Congress shall have power to en-

8 force and implement this article by appropriate legisla9 tion.’’.

Æ

•HJ 30 IH

"
19,92 H.J. Res. 208 (Referred to Committee Senate),92- 1,"October 19, 1971",92 H.J. Res. 208,HJRes 208,Retrieve Bill Profile Report,Referred to Committee Senate,Representative Martha Wright Griffiths (D - MI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.92_hjres_208_rts_19711019?accountid=11311,U.S. House of Representatives,None,None,None,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,C:\Users\sal853\Documents\congressional_record\data\92-hjres208-00rts-19711019.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\92-hjres208-00rts-19711019.txt,"92D CONGRESS
1ST SESSION

••

IN"" THE SENATE OF THE UNITED STATES
19,1971
Referred to the Committee on the Judiciary and ordered to be printed
OCTOBER

Intended to be proposed by Mr. ERVTN to H.J. Rds. 208, a joint
resolution proposing an amendment to the Constitution of the
United States relative to equal rights for men and women,
viz: Strike out all after the resolving clause and insert in lieu
thereof the following:
1 That the two articles' set forth in sections 2 and 3 of this
2 joint resolution are proposed in the alternative as amend3 ments to the Constitution of the United States, one of which
4 shall be valid to all intents and purposes as part of the Oonsti5 tution if ratified by the legislatures of three-fourths of the
6 several States within a period of seven years after the date
7 of their submission by the Congress to the States. Upon the
8 ratification of one such proposed amendment within that
Amdt. No. 472

I9NHI

1

period, the other such proposed amendment shall have no

2

further force or effect.

3
4

SEC,

2. The first article of amendment so proposed is the

following:

5

""AttTTCLE —

6

""SUCTION

1. Equality of rights under the law shall not

7

he denied or abridged hy the fnilod States or by any State

8

on account of sex.

9
10

""SEC

by appropriate legislation, the provisions of tins article,

11
112
I:J

14

2. The Congress shall have the power to enforce,

;$. This amendment shall take effect two years

""SEC.

after the date of ratification.""
SEC.

3. The >econd article of amendment so proposed

is the following:

15
Ki

""ARTICLE
""SECTION

—

1. Neither the Knifed States nor any StAt-e

17

shall make any legal distinction between the rights and

l<s

responsibilities of male and female persons, unless such dis-

If)

tinction is based on physiological or functional differences

2o

between them.

21

""SEC.

force
23

the

legislation.""

2. The Congress shall have the power to enprovisions

of

this

article

by

appropriate

>
B

03 ""

OB

Q

ex,
M-

p
S3

92D

CONGRESS
1ST SESSION

IN THE SENATE OF THE UNITED STATES
OrroBKit ID, 1071
Referred to the Coi m.ittee on the Judiciary and ordered to he printed

Intended to be proposed by Mr.

ERVIN

to II.J. lies. 208,

a joint resolution proposing an amendment to the Constitution of the United States relative to equal rights for men
and women, viz: On page 1. beginning with line 10, strike
out through line 4 on page 2 and insert in lieu thereof the
following:
1

""ARTICLE

2

""SECTION

—

1. Neither the United State* nor any State

3

shall make any legal distinction between the rights and

4

responsibilities of male and female persons unless such dis-

f)

tinetion is based on physiological or functional differences

()

between them.

7

""SEC.

K

force

the

9

legislation.""

2. The Congress shall have the power to eiiprovisions

Amdt. No, 473

of

th'w

article

by

appropriate

""tyrspsn* j> ,,; ' '' .'.'3r»W;'-i'-;;'KSri

w

5*£ S
ft
to
«<1
P
IS

ft

Tr~r'

"
20,101 H. J. Res. 323 (Introduced in the House),101- 1,"June 22, 1989",101 H.J.Res. 323,HJRes 323,Retrieve Bill Profile Report,AS INTRODUCED IN THE HOUSE,Representative Frank R. Wolf (R - VA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.101_hjres_323_ih?accountid=11311,U.S. House of Representatives,"June 22, 1989 Version: -- 1",None,None,Proposing an amendment to the Constitution of the United States relative to protection of the flag of the United States.,C:\Users\sal853\Documents\congressional_record\data\101-hjres323-000ih-19890622.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\101-hjres323-000ih-19890622.txt,"IA

101ST CONGRESS
1ST SESSION

H. J. RES. 323

Proposing an amendment to the Constitution of the United States relative to
protection of the flag of the United States.

IN THE HOUSE OF KEFEESENTATIVES
22, 1989
Mr. WOLF (for himself, Mr. PABBIS, and Mr. SMITH of New Jersey) introduced
the following joint resolution; which was referred to the Committee on the
Judiciary
JUNE

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States relative to protection of the flag of the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Constitu5 tion of the United States, which shall be valid to all intents
6 and purposes as part of the Constitution when ratified by the
7 legislatures of three-fourths of the several States within
8 seven years from the date of its submission by the Congress.

2
1
2

""AKTICLE
""SECTION

—

1. No person shall publicly mutilate, deface,

3 defile, burn, or trample upon the flag of the United States.
4

""SECTION

2. The Congress shall have the power to en-

5 force, by appropriate legislation, the provisions of this article.
6

""SECTION

3. This article shall take effect immediately

7 upon ratification."".
O

HJ 323 M

"
21,81 H.J. Res. 2 (Referred w/Amendments House),81- 1,"July 12, 1949",81 H.J. Res. 2,HJRes 2,Retrieve Bill Profile Report,Referred w/Amendments House,Representative Ed Lee Gossett (D - TX),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.81_hjres_2_rah_19490712?accountid=11311,U.S. House of Representatives,None,None,None,Proposing an amendment to the Constitution of the United States providing for the election of President and Vice President.,C:\Users\sal853\Documents\congressional_record\data\81-hjres2-00rah-19490712.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\81-hjres2-00rah-19490712.txt,"House Calendar No. 102
81ST CONGKESS
1ST SESSION

H. J. RES. 2
[Report No. 1011]

TN THE HOUSE OF REPRESENTATIVES
JANUARY

Mr.

GOSSETT

3,1949

introduced the following joint resolution; which was referred
to the Committee on the Judiciary
JULV

12, 1949

Reported with amendments, referred to the House Calendar, and oraered to
he printed
[Omit the pnrt struck through and insert the part printed in italic I

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States providing for the election of President and Vice
President.
1

Jh'solred by the Senate and House of Representatives of

2

the United States of America in Congress assembled (two-

0

thirds of each House concurring therein), That an amend-

4 ment is hereby proposed to the Constitution of the United
5

States which shall be valid to all intents and purposes as

6 part of the Constitution when ratified by three-fourths of
1

the legislatures of the several States.

Said amendment shall

8 be as follows:
9
10

""ARTICLE
""SECTION

—

t. The executive power shall be vested in

2
1 a President of the United States of America. He shall hold
2 his office during the term of four years, and together with
3

the Vice President, chosen for the same term, he elected as

4 herein provided.
5

""The Electoral College system for electing the President

6 and Vice President of the United States is hereby abolished.
7 The President and. Vice President shall be elected by the
8 people oi tne several States.

The electors in each State

9 shall have the qualifications requisite for electors of the,
10 most numerous branch of the State legislature.
11

Congress

shall determine the time of such election, which shall be the

12 same throughout the United States. Until otherwise deter13 mined by the Congress, such election shall be held on the
14 Tuesday next after the first Monday in November of the
15 year preceding the year in which the regular term of the
16 President, is to begin.

Each State shall be entitled to a

17 number of electoral votes equal to the whole number of
18 Senators and Representatives to which such State may be
19 entitled in the Congress.
20

""Within forty-five days after such election, or at such

21 time as the Congress shall direct, the official custodian of the
22 election returns of each State shall make distinct lists of all
23 persons for whom votes were cast for President and the

3
1

number of votes for each, and the total vote of the electors

2

of the State for all persons for President, which lists he shall

3

sign and certify and transmit sealed to the seat of the Gov-

4

eminent of the United States, directed to the President of

5

the Senate. The President of the Senate shall in the pres-

6

ence of the Senate and House of Representatives open all

7

certificates and the votes shall then be counted. Each per-

8

son for whom votes were cast for President in each State

9

shall be credited with such proportion of the electoral votes

10

thereof as he received of the total vote of the electors therein

11 for President. In making the computations, fractional num12

bers less than one one-thousandth shall be disregarded unleaa

13

a more detailed calculation we«14 change the result of ike

14 election. The person having the greatest number of electoral
15 votes for President shall be President.

If two or more

1G persons shall have an equal and the highest number of
17 such votes, then the one for whom the greatest number of
18 popular votes were cast shall be President.
19

""The Vice President shall be likewise elected, at the

20 same time and in the same manner and subject to the same
21 provisions, as the President, but no person constitutionally
22 ineligible for the office of President shall be eligible to that
23 of Vice President of the United States.

4
1

""SEC.

2. Paragraphs 1, 2, and 3 of section 1, article

2 II. of the Constitution and the twelfth article of amendment
3 to the Constitution, are hereby repealed.
4-

""SEC.

3. This article shall lake effect on the tenth day

5 of February following its ratificationG

""SEC.

& 4. This article shall be inoperative unless it

7 shall have been ratified as an amendment to the Constitution
8 by the legislatures of three-fourths of the States within
9 seven years from the date of the submission hereof to the
10 States by the Congress.""

o

I

s

Si 22.

z

55 b

-P (0B

8I

co

2

03

H

Iff S PO
§^ i PI
<|S £

O

4

s
oK
c

^ B <^

? 2

5
2!
ls»

"
