id,source_citation,source_group,title_or_description_from_source,date,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,ratified_yn,ratified_amendment,notes,constitute_topic1,constitute_topic2,constitute_topic3,constitute_topic4,constitute_topic5,constitute_topic6,constitute_topic7,constitute_topic8,constitute_topic9
76,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. Philadelphia, J. B. Lippincott Company, 328.",State Ratifying Conventions,Double Jeopardy,1788-07-26,1,,NA,NA,New York State Ratifying Convention,New York,NA,"That no person ought to be put twice in jeopardy of life or limb, for one and the same offence; nor, unless in case of impeachment, be punished more than once for the same offence.",y,5,Proposed Bill of Rights,doubjep+,,,,,,,,
77,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. Philadelphia, J. B. Lippincott Company, 328.",State Ratifying Conventions,Remedy for Wrong,1788-07-26,1,,NA,NA,New York State Ratifying Convention,New York,NA,"That every person restrained of his liberty is entitled to an inquiry into the lawfulness of such restraint, and to a removal thereof if unlawful; and that such inquiry or removal ought not to be denied or delayed, except when, on account of public danger, the Congress shall suspend the privilege of the writ of habeas corpus.",NA,NA,Proposed Bill of Rights,habcorp,,,,,,,,
79,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. Philadelphia, J. B. Lippincott Company, 328.",State Ratifying Conventions,Trial by Jury,1788-07-26,1,,NA,NA,New York State Ratifying Convention,New York,NA,"That (except in the government of the land and naval forces, and of the militia when in actual service, and in cases of impeachment) a presentment or indictment by
a grand jury ought to be observed as a necessary preliminary to the trial of all crimes cognizable by the judiciary the the United States; and such trial should be speedy, public, and by an impartial jury of the county where the crime as committed; and that no person can be found guilty without the unanimous consent of such jury. But in cases of crimes not committed within any county of any of the United States, and in cases of crimes committed within any county in which a general insurrection may prevail, or wvhich may be in the possession of a foreign enemy, the inquiry and trial may be in such county as the Congress shall by law direct; which county, in the two cases last mentioned, should be as near as conveniently may be to that county in which the crime may have been committed;—and that, in all criminal prosecutions, the accused ought to be informed of the cause and nature of his accusation, to be confronted with his accusers and the witnesses against him, to have the means of producing his witnesses, and the assistance of counsel for his defence; and should not be compelled to give evidence against himself.",y,6,Proposed Bill of Rights,Jury,examwit+,miranda+,,,,,,
80,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. Philadelphia, J. B. Lippincott Company, 328.",State Ratifying Conventions,Trial by Jury,1788-07-26,1,,NA,NA,New York State Ratifying Convention,New York,NA,"That the trial by jury, in the extent that it obtains by the common law of England, is one of the greatest securities to the rights of a free people, and ought to remain inviolate.",y,7,Proposed Bill of Rights,jury+,,,,,,,,
100,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897., Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330.",State Ratifying Conventions,Restricting the suspension of habeas corpus,1788-07-26,1,,NA,NA,New York State Ratifying Convention,New York,NA,"That the privilege of the habeas corpus shall not, by any law, be suspended for a longer term than six months, or until twenty days after the meeting of the Congress next following the passing the act for such suspension.",n,NA,NA,habcorp+,,,,,,,,
130,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243.",State Ratifying Conventions,Witness and Self Incrimination,1788-08-02,1,,NA,NA,First North Carolina State Ratifying Convention,North Carolina,NA,"That, in all capital and criminal prosecutions, a man hath a right, to demand the cause and nature of his accusation, to be confronted with the accusers and witnesses, to call for evidence, and be allowed counsel in his favor, and a fair and speedy trial by an impartial jury of his vicinage, without whose unanimous consent he cannot be found guilty, (except in the government of the land and naval forces;) nor can he be compelled to give evidence against himself.
",y,"5, 6",Proposed Bill of Rights,examwit+,miranda+,,,,,,,
131,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243.",State Ratifying Conventions,Due Process,1788-08-02,1,,NA,NA,First North Carolina State Ratifying Convention,North Carolina,NA,"That no freeman ought to be taken, imprisoned, or disseized ot his freehold, liberties, privileges, or franchises, or outlawed or exiled, or in any manner destroyed, or deprived of his life, liberty, or property, but by the law of the land.",y,5,Proposed Bill of Rights,dueproc+,,,,,,,,
132,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243.",State Ratifying Conventions,Remedy for Wrong,1788-08-02,1,,NA,NA,First North Carolina State Ratifying Convention,North Carolina,NA,"That every freeman, restrained of his liberty, is entitled to a remedy to inquire into the lawfulness thereof, and to remove the same if unlawful ; and that such remedy ought not to be denied nor delayed.
",NA,NA,Proposed Bill of Rights,habcorp+,dueproc+,,,,,,,
158,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897., Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246.",State Ratifying Conventions,Rights of defendant in criminal trial,1788-08-02,1,,NA,NA,First North Carolina State Ratifying Convention,North Carolina,NA,"That, in criminal prosecutions, no man shall be restrained in the exercise of the usual and accustomed right of challenging or excepting to
the jury.",y,6,NA,jury+,,,,,,,,
176,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334.",State Ratifying Conventions,Witness and Self Incrimination,1790-05-29,1,,NA,NA,Rhode Island State Ratifying Convention,Rhode Island,NA,"That, in all capital and criminal prosecutions, a man hath the right to demand the cause and nature of his accusation, to be confronted with the accusers and witnesses, to call for evidence, and be allowed counsel in his favor, and to a fair and speedy trial by an impartial jury in his vicinage, without whose unanimous consent lie cannot be found guilty, (except in the government of the land and naval forces,) nor can he be compelled to give evidence against himself.",y,"5, 6",Proposed Bill of Rights,examwit,miranda+,jury,,,,,,
177,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334.",State Ratifying Conventions,Due Process,1790-05-29,1,,NA,NA,Rhode Island State Ratifying Convention,Rhode Island,NA,"That no freeman ought to be taken, imprisoned, or disseized of his freehold, liberties, privileges, or franchises, or outlawed, or exiled, or in any manner demtroyed or deprived of his life, liberty, or property, but by the trial by jury, or by the law of the land.",y,5,Proposed Bill of Rights,dueproc+,jury+,,,,,,,
178,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334.",State Ratifying Conventions,Remedy for Wrong,1790-05-29,1,,NA,NA,Rhode Island State Ratifying Convention,Rhode Island,NA,"That every freeman restrained of his liberty is entitled to a remedy, to inquire into the lawfulness thereof, and to remove the same if unlawful, and that such remedy ought not to be denied or delayed.",NA,NA,Proposed Bill of Rights,habcorp+,,,,,,,,
179,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334-35.",State Ratifying Conventions,Trial by Jury in Civil Cases,1790-05-29,1,,NA,NA,Rhode Island State Ratifying Convention,Rhode Island,NA,"That in controversies respecting property, and in suits between man and man, the ancient trial by jury, as hath been exercised by us and our ancestors, from the time whereof the memory of man is not to the contrary is one of the greatest securities to the rights of the people, and ought to remain sacred and inviolable
",y,7,Proposed Bill of Rights,jury+,,,,,,,,
180,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 335.",State Ratifying Conventions,Remedy for Wrong,1790-05-29,1,,NA,NA,Rhode Island State Ratifying Convention,Rhode Island,NA,"That every freeman ought to obtain right and justice, freely and without sale, completely and without denial, promptly and without delay; and that all establishments or regulations contravening these rights are oppressive and unjust.",n,NA,Proposed Bill of Rights,habcorp+,,,,,,,,
221,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Rights of defendant in criminal cases,1789-12-25,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
223,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,No State shall violate the rights of conscience: Freedom of the press: Trial by jury,1789-12-25,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
225,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Trial in criminal cases by jury,1789-12-25,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
252,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Trial: Rights of defendant,1789-08-17,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
253,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Trial: Rights of defendant,1789-08-17,1,,,NA,Benson,New York,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
254,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Trial: Rights of defendant,1789-08-17,1,,,NA,Partridge,Massachusetts,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
255,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Trial: Rights of defendant,1789-08-17,1,,,NA,Lawrence,New York,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
264,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Trials: Appeal to the Supreme Court,1789-08-17,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
265,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Trials: Appeal to the Supreme Court,1789-08-17,1,,,NA,Sedgwick,Massachusetts,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
266,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Rights of defendant in criminal trial,1789-08-17,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
267,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Rights of defendant in criminal trial,1789-08-17,1,,,NA,Burke,South Carolina,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
268,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Rights of defendant in criminal trial,1789-08-17,1,,,NA,Livermore,New Hampshire,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
269,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Rights of defendant in criminal trial,1789-08-17,1,,,NA,Burke,South Carolina,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
271,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Rights of defendant in criminal trial,1789-08-18,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
272,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Rights of defendant in criminal trial,1789-08-18,1,,,NA,Burke,South Carolina,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
296,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Trial by jury,1789-08-21,1,,,NA,Gerry,Massachusetts,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
297,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Criminal Trials,1789-08-21,1,,,NA,Gerry,Massachusetts,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
306,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Right of defendant in criminal cases,1789-08-21,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
307,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,"Right of trial by jury, etc",1789-08-21,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
338,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Indictment by grand jury,1789-09-04,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
337,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Trial for crime: Freedom from second trial,1789-09-04,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
377,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,"Trial by jury, etc",1789-09-09,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
380,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Right of defendant in criminal cases,1789-09-23,1,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
1076,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Fugitive slaves shall have trial by jury at the place which they may be returned,1861-12-25,NA,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
1077,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Criminal trial of fugitive slaves,1861-12-25,NA,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
1078,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Citizens of any State sojourning in any other State shall have the right of trial by jury and due process of law,1861-12-25,NA,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
1215,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Fugitive slaves may have trial by jury,1864-12-25,NA,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
1216,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Fugitives charged with crime may have trial by jury,1864-12-25,NA,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
1564,"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",NARA,Suffrage not denied for alleged crime,1869-02-17,40,3,,NA,Doolittle,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3400,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Relative to jury trials,1927-12-09,70,,House Joint Resolution,83,Dyer,Missouri,Committee on the Judiciary,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3637,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Giving Congress power to define and punish the crimes of murder and kidnapping,1932-05-19,72,,House Joint Resolution,397,Karch,Illinois,Committee on the Judiciary,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3725,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,To insure to all citizens the equal protection of the laws and a fair trial when charged with crime,1933-05-03,73,,House Joint Resolution,171,Priest,Illinois,Committee on the Judiciary,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
